Year,Serie,RefArea,Value
2010,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,España,100.00
2011,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,España,100.00
2012,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,España,100.00
2013,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,España,100.00
2014,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,España,100.00
2015,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,España,100.00
2016,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,España,100.00
2017,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,España,100.00
2018,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,España,100.00
2019,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,España,100.00
2020,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,España,100.00
2021,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,España,100.00
2022,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,España,100.00
2023,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,España,100.00
2024,Proporción de menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil,España,0.00
