Year,Serie,RefArea,Value
2010,Ingreso medio por hora de trabajo,España,14.52
2011,Ingreso medio por hora de trabajo,España,14.53
2012,Ingreso medio por hora de trabajo,España,14.57
2013,Ingreso medio por hora de trabajo,España,14.64
2014,Ingreso medio por hora de trabajo,España,14.80
2015,Ingreso medio por hora de trabajo,España,15.01
2016,Ingreso medio por hora de trabajo,España,14.88
2017,Ingreso medio por hora de trabajo,España,15.13
2018,Ingreso medio por hora de trabajo,España,15.54
2019,Ingreso medio por hora de trabajo,España,15.85
2020,Ingreso medio por hora de trabajo,España,16.15
2021,Ingreso medio por hora de trabajo,España,16.54
2022,Ingreso medio por hora de trabajo,España,17.19
2010,Ingreso medio por hora de trabajo de las personas con discapacidad,España,13.10
2011,Ingreso medio por hora de trabajo de las personas con discapacidad,España,13.20
2012,Ingreso medio por hora de trabajo de las personas con discapacidad,España,12.80
2013,Ingreso medio por hora de trabajo de las personas con discapacidad,España,12.60
2014,Ingreso medio por hora de trabajo de las personas con discapacidad,España,12.30
2015,Ingreso medio por hora de trabajo de las personas con discapacidad,España,13.00
2016,Ingreso medio por hora de trabajo de las personas con discapacidad,España,12.70
2017,Ingreso medio por hora de trabajo de las personas con discapacidad,España,12.90
2018,Ingreso medio por hora de trabajo de las personas con discapacidad,España,13.10
2019,Ingreso medio por hora de trabajo de las personas con discapacidad,España,13.70
2020,Ingreso medio por hora de trabajo de las personas con discapacidad,España,13.90
2021,Ingreso medio por hora de trabajo de las personas con discapacidad,España,14.30
2022,Ingreso medio por hora de trabajo de las personas con discapacidad,España,14.60
2010,Ingreso medio por hora de trabajo de las mujeres,España,13.24
2011,Ingreso medio por hora de trabajo de las mujeres,España,13.12
2012,Ingreso medio por hora de trabajo de las mujeres,España,13.10
2013,Ingreso medio por hora de trabajo de las mujeres,España,13.21
2014,Ingreso medio por hora de trabajo de las mujeres,España,13.56
2015,Ingreso medio por hora de trabajo de las mujeres,España,13.80
2016,Ingreso medio por hora de trabajo de las mujeres,España,13.60
2017,Ingreso medio por hora de trabajo de las mujeres,España,13.93
2018,Ingreso medio por hora de trabajo de las mujeres,España,14.36
2019,Ingreso medio por hora de trabajo de las mujeres,España,14.92
2020,Ingreso medio por hora de trabajo de las mujeres,España,15.22
2021,Ingreso medio por hora de trabajo de las mujeres,España,15.61
2010,Ingreso medio por hora de trabajo de los hombres,España,15.56
2011,Ingreso medio por hora de trabajo de los hombres,España,15.68
2012,Ingreso medio por hora de trabajo de los hombres,España,15.83
2013,Ingreso medio por hora de trabajo de los hombres,España,15.87
2014,Ingreso medio por hora de trabajo de los hombres,España,15.84
2015,Ingreso medio por hora de trabajo de los hombres,España,16.04
2016,Ingreso medio por hora de trabajo de los hombres,España,15.94
2017,Ingreso medio por hora de trabajo de los hombres,España,16.10
2018,Ingreso medio por hora de trabajo de los hombres,España,16.52
2019,Ingreso medio por hora de trabajo de los hombres,España,16.63
2020,Ingreso medio por hora de trabajo de los hombres,España,16.92
2021,Ingreso medio por hora de trabajo de los hombres,España,17.30
2022,Ingreso medio por hora de trabajo de los hombres,España,17.96
2022,Ingreso medio por hora de trabajo de los hombres,España,17.96
2010,Ingreso medio por hora de trabajo de las personas sin discapacidad,España,14.60
2011,Ingreso medio por hora de trabajo de las personas sin discapacidad,España,14.60
2012,Ingreso medio por hora de trabajo de las personas sin discapacidad,España,14.60
2013,Ingreso medio por hora de trabajo de las personas sin discapacidad,España,14.70
2014,Ingreso medio por hora de trabajo de las personas sin discapacidad,España,14.90
2015,Ingreso medio por hora de trabajo de las personas sin discapacidad,España,15.10
2016,Ingreso medio por hora de trabajo de las personas sin discapacidad,España,14.90
2017,Ingreso medio por hora de trabajo de las personas sin discapacidad,España,15.20
2018,Ingreso medio por hora de trabajo de las personas sin discapacidad,España,15.60
2019,Ingreso medio por hora de trabajo de las personas sin discapacidad,España,15.90
2020,Ingreso medio por hora de trabajo de las personas sin discapacidad,España,16.20
2021,Ingreso medio por hora de trabajo de las personas sin discapacidad,España,16.60
2022,Ingreso medio por hora de trabajo de las personas sin discapacidad,España,17.30
