Year,Serie,RefArea,Value
2010,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,España,1.00
2011,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,España,1.00
2012,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,España,1.00
2013,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,España,1.00
2014,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,España,1.00
2015,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,España,1.00
2016,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,España,1.00
2017,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,España,1.00
2018,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,España,1.00
2019,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,España,1.00
2020,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,España,1.00
2021,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,España,1.00
2022,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,España,1.00
2023,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,España,1.00
2024,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,España,0.00
2010,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,Cantabria,1.00
2011,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,Cantabria,1.00
2012,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,Cantabria,1.00
2013,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,Cantabria,1.00
2014,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,Cantabria,1.00
2015,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,Cantabria,1.00
2016,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,Cantabria,1.00
2017,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,Cantabria,1.00
2018,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,Cantabria,1.00
2019,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,Cantabria,1.00
2020,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,Cantabria,1.00
2021,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,Cantabria,1.00
2022,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,Cantabria,1.00
2023,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,Cantabria,1.00
2024,La legislación sobre estadísticas cumple los Principios Fundamentales de las Estadísticas Oficiales,Cantabria,1.00
